"ASE Email Id","ASE Name","ASE Employee Code","ASE State","ASE City","AW Name","AW Code","AW State","AW City","AWSM Name","AWSM Code","AWSM State","AWSM City","Region","Status","Reason"
"pancham@crazibrainsolutions.com","test one","6555","bihar","patna","neha","25652","bihar","paliganj","ram babu","9556","jharkhand","ranchi","north","Success","NA"
"panccvvdfham@crazibrainsolutions.com","test one","6555","bihar","patna","neha","26266","bihar","paliganj","ram babu","659359","jharkhand","ranchi","north","Success","NA"
"pancdcdcham@crazibrainsolutions.com","test one","6555","bihar","patna","neha","65665","bihar","paliganj","ram babu","6595","jharkhand","ranchi","north","Success","NA"
"pascdsncham@crazibrainsolutions.com","test one","6555","bihar","patna","neha","6565698","bihar","paliganj","ram babu","6265952695","jharkhand","ranchi","north","Success","NA"
"pancccxham@crazibrainsolutions.com","test one","6555","bihar","patna","neha","56565882","bihar","paliganj","ram babu","85545","jharkhand","ranchi","north","Success","NA"
"panchxcxam@crazibrainsolutions.com","test one","6555","bihar","patna","neha","8564592","bihar","paliganj","ram babu","956659","jharkhand","ranchi","north","Success","NA"
"panchacxcm@crazibrainsolutions.com","test one","6555","bihar","patna","neha","959531252","bihar","paliganj","ram babu","265626","jharkhand","ranchi","north","Success","NA"
"panchsdsdam@crazibrainsolutions.com","test one","6555","bihar","patna","neha","659562626","bihar","paliganj","ram babu","562659562","jharkhand","ranchi","north","Success","NA"
"pancsdham@crazibrainsolutions.com","test one","6555","bihar","patna","neha","568595","bihar","paliganj","ram babu","96562659","jharkhand","ranchi","north","Success","NA"
"pancdfdsdfdham@crazibrainsolutions.com","test one","6555","bihar","patna","neha","65","bihar","paliganj","ram babu","584285","jharkhand","ranchi","north","Success","NA"
"panccxcxcham@crazibrainsolutions.com","test one","6555","bihar","patna","neha","95","bihar","paliganj","ram babu","4551455","jharkhand","ranchi","north","Success","NA"
"panccsdfdscccham@crazibrainsolutions.com","test one","6555","bihar","patna","neha","65959","bihar","paliganj","ram babu","542555","jharkhand","ranchi","north","Success","NA"
"pancasdcdsacsacsdham@crazibrainsolutions.com","test one","6555","bihar","patna","neha","656262","bihar","paliganj","ram babu","88622155","jharkhand","ranchi","north","Success","NA"
